ActivityStartDate,MonitoringLocationName,CharacteristicName,ResultMeasureValue,
8/31/2016,Clark Fork River above Missoula,Weight,15.5,
7/2/2016,Clark Fork River above Missoula,Weight,104.69,
7/2/2016,Clark Fork River above Missoula,Weight,16.7,
7/29/2016,Clark Fork River at Huson,Weight,12.9,
7/5/2016,Clark Fork River at Deer Lodge,Weight,69.8,
9/4/2016,Clark Fork River at Deer Lodge,Weight,48.24,
9/2/2016,Clark Fork River below Missoula,Weight,31.4,
7/2/2016,Clark Fork River above Missoula,Weight,135.2,
7/24/2016,Clark Fork River above Missoula,Weight,18.2,
9/3/2016,Clark Fork River at Huson,Weight,17.8,
7/5/2016,Clark Fork River above Little Blackfoot,Weight,179.4,
8/31/2016,Clark Fork River above Missoula,Weight,48.4,
9/4/2016,Clark Fork River above Little Blackfoot,Weight,4.3,
9/2/2016,Clark Fork River below Missoula,Weight,66.3,
7/24/2016,Clark Fork River above Missoula,Weight,58.1,
8/31/2016,Clark Fork River above Missoula,Weight,33.3,
9/4/2016,Clark Fork River above Little Blackfoot,Weight,209.3,
8/31/2016,Clark Fork River above Missoula,Weight,61.2,
9/4/2016,Clark Fork River at Deer Lodge,Weight,17.4,
7/30/2016,Clark Fork River above Little Blackfoot,Weight,124.78,
7/2/2016,Clark Fork River above Missoula,Weight,83.3,
7/5/2016,Clark Fork River above Little Blackfoot,Weight,154.77,
7/30/2016,Clark Fork River at Bonita,Weight,,
9/4/2016,Clark Fork River at Deer Lodge,Weight,16.55,
9/3/2016,Clark Fork River above Flathead,Weight,,
7/30/2016,Clark Fork River at Deer Lodge,Weight,107.3,
9/3/2016,Clark Fork River above Flathead,Weight,,
8/31/2016,Clark Fork River above Missoula,Weight,31.8,
7/5/2016,Clark Fork River at Deer Lodge,Weight,91.1,
7/2/2016,Clark Fork River above Missoula,Weight,320.9,
7/29/2016,Clark Fork River above Flathead,Weight,1.6,
9/4/2016,Clark Fork River at Bonita,Weight,39.1,
9/4/2016,Clark Fork River at Deer Lodge,Weight,113.9,
9/4/2016,Clark Fork River at Bonita,Weight,62.3,
7/30/2016,Clark Fork River at Bonita,Weight,140.3,
9/4/2016,Clark Fork River at Bonita,Weight,59.7,
9/2/2016,Clark Fork River below Missoula,Weight,90.3,
7/30/2016,Clark Fork River at Deer Lodge,Weight,122.5,
7/24/2016,Clark Fork River below Missoula,Weight,40.3,
7/5/2016,Clark Fork River above Little Blackfoot,Weight,132.5,
7/29/2016,Clark Fork River above Flathead,Weight,7.4,
7/5/2016,Clark Fork River at Bonita,Weight,483.83,
9/3/2016,Clark Fork River above Flathead,Weight,,
7/30/2016,Clark Fork River above Little Blackfoot,Weight,120.82,
7/29/2016,Clark Fork River at Huson,Weight,,
7/24/2016,Clark Fork River above Missoula,Weight,20.5,
9/2/2016,Clark Fork River below Missoula,Weight,48.1,
7/30/2016,Clark Fork River at Deer Lodge,Weight,106.81,
9/4/2016,Clark Fork River above Little Blackfoot,Weight,33.3,
7/3/2016,Clark Fork River below Missoula,Weight,202.3,
7/2/2016,Clark Fork River above Missoula,Weight,121.3,
9/2/2016,Clark Fork River below Missoula,Weight,46.9,
9/4/2016,Clark Fork River above Little Blackfoot,Weight,38.8,
9/4/2016,Clark Fork River above Little Blackfoot,Weight,96.9,
9/4/2016,Clark Fork River at Bonita,Weight,93.4,
7/30/2016,Clark Fork River above Little Blackfoot,Weight,230.2,
7/29/2016,Clark Fork River above Flathead,Weight,6.6,
9/4/2016,Clark Fork River above Little Blackfoot,Weight,36.4,
8/31/2016,Clark Fork River above Missoula,Weight,44.2,
7/3/2016,Clark Fork River below Missoula,Weight,121.3,
9/4/2016,Clark Fork River at Bonita,Weight,159.7,
9/4/2016,Clark Fork River at Deer Lodge,Weight,161.98,
9/3/2016,Clark Fork River above Flathead,Weight,7.4,
9/3/2016,Clark Fork River at Huson,Weight,19.8,
7/3/2016,Clark Fork River below Missoula,Weight,8.9,
9/4/2016,Clark Fork River at Bonita,Weight,75.6,
7/24/2016,Clark Fork River above Missoula,Weight,25.2,
7/30/2016,Clark Fork River at Deer Lodge,Weight,181.79,
9/2/2016,Clark Fork River below Missoula,Weight,44.2,
7/29/2016,Clark Fork River at Huson,Weight,,
7/5/2016,Clark Fork River above Little Blackfoot,Weight,138.64,
7/29/2016,Clark Fork River at Huson,Weight,17.4,
7/5/2016,Clark Fork River at Deer Lodge,Weight,189.85,
7/30/2016,Clark Fork River above Little Blackfoot,Weight,155.4,
7/5/2016,Clark Fork River at Bonita,Weight,456.1,
9/3/2016,Clark Fork River at Huson,Weight,9.3,
7/24/2016,Clark Fork River below Missoula,Weight,95.7,
7/30/2016,Clark Fork River at Bonita,Weight,82.6,
9/4/2016,Clark Fork River above Little Blackfoot,Weight,25.2,
9/3/2016,Clark Fork River at Huson,Weight,24.8,
7/24/2016,Clark Fork River below Missoula,Weight,15.5,
7/24/2016,Clark Fork River above Missoula,Weight,53.5,
7/24/2016,Clark Fork River above Missoula,Weight,17.8,
7/24/2016,Clark Fork River below Missoula,Weight,68.6,
7/24/2016,Clark Fork River below Missoula,Weight,57.7,
7/29/2016,Clark Fork River above Flathead,Weight,,
9/4/2016,Clark Fork River above Little Blackfoot,Weight,36.8,
7/29/2016,Clark Fork River above Flathead,Weight,3.9,
9/4/2016,Clark Fork River at Bonita,Weight,21.3,
9/4/2016,Clark Fork River at Deer Lodge,Weight,103.1,
7/30/2016,Clark Fork River at Deer Lodge,Weight,173.16,
9/4/2016,Clark Fork River at Deer Lodge,Weight,81.24,
9/4/2016,Clark Fork River above Little Blackfoot,Weight,11.6,
9/3/2016,Clark Fork River at Huson,Weight,25.2,
7/5/2016,Clark Fork River above Little Blackfoot,Weight,153.5,
9/3/2016,Clark Fork River above Flathead,Weight,7.8,
8/31/2016,Clark Fork River above Missoula,Weight,39.1,
9/3/2016,Clark Fork River above Flathead,Weight,8.1,
9/4/2016,Clark Fork River at Deer Lodge,Weight,68.2,
9/4/2016,Clark Fork River at Bonita,Weight,78.7,
7/5/2016,Clark Fork River above Little Blackfoot,Weight,222.53,
9/3/2016,Clark Fork River above Flathead,Weight,18.2,
7/3/2016,Clark Fork River below Missoula,Weight,119.4,
7/29/2016,Clark Fork River at Huson,Weight,10.9,
9/3/2016,Clark Fork River at Huson,Weight,26,
9/2/2016,Clark Fork River below Missoula,Weight,62.8,
9/4/2016,Clark Fork River at Deer Lodge,Weight,137.6,
7/29/2016,Clark Fork River at Huson,Weight,31.4,
7/2/2016,Clark Fork River above Missoula,Weight,169.77,
7/24/2016,Clark Fork River below Missoula,Weight,50.2,
7/30/2016,Clark Fork River at Bonita,Weight,172.8,
8/31/2016,Clark Fork River above Missoula,Weight,9.7,
9/3/2016,Clark Fork River at Huson,Weight,13.6,
7/5/2016,Clark Fork River above Little Blackfoot,Weight,191.27,
7/5/2016,Clark Fork River above Little Blackfoot,Weight,164.3,
9/4/2016,Clark Fork River at Deer Lodge,Weight,67,
7/29/2016,Clark Fork River above Flathead,Weight,9.7,
7/5/2016,Clark Fork River at Deer Lodge,Weight,120.9,
7/5/2016,Clark Fork River at Bonita,Weight,200.32,
9/4/2016,Clark Fork River at Bonita,Weight,82.5,
7/2/2016,Clark Fork River above Missoula,Weight,124.4,
7/5/2016,Clark Fork River at Deer Lodge,Weight,124.4,
8/31/2016,Clark Fork River above Missoula,Weight,9.7,
7/3/2016,Clark Fork River below Missoula,Weight,71.3,
7/5/2016,Clark Fork River above Little Blackfoot,Weight,158.1,
7/24/2016,Clark Fork River above Missoula,Weight,59.3,
7/5/2016,Clark Fork River at Deer Lodge,Weight,58,
7/30/2016,Clark Fork River at Deer Lodge,Weight,96.5,
9/4/2016,Clark Fork River at Bonita,Weight,35.3,
7/2/2016,Clark Fork River above Missoula,Weight,183.91,
7/29/2016,Clark Fork River at Huson,Weight,14.7,
7/30/2016,Clark Fork River at Deer Lodge,Weight,195.51,
7/29/2016,Clark Fork River at Huson,Weight,15.5,
9/3/2016,Clark Fork River at Huson,Weight,15.9,
7/29/2016,Clark Fork River at Huson,Weight,1.9,
7/5/2016,Clark Fork River at Deer Lodge,Weight,110.05,
7/30/2016,Clark Fork River at Bonita,Weight,139.1,
7/5/2016,Clark Fork River above Little Blackfoot,Weight,64.7,
7/30/2016,Clark Fork River at Deer Lodge,Weight,71.16,
9/4/2016,Clark Fork River at Deer Lodge,Weight,187.6,
7/30/2016,Clark Fork River at Bonita,Weight,,
9/4/2016,Clark Fork River above Little Blackfoot,Weight,29.8,
9/4/2016,Clark Fork River above Little Blackfoot,Weight,52.92,
9/3/2016,Clark Fork River above Flathead,Weight,,
9/3/2016,Clark Fork River above Flathead,Weight,,
7/24/2016,Clark Fork River below Missoula,Weight,19.4,
7/24/2016,Clark Fork River above Missoula,Weight,32.6,
7/3/2016,Clark Fork River below Missoula,Weight,247.57,
7/24/2016,Clark Fork River above Missoula,Weight,17.4,
7/2/2016,Clark Fork River above Missoula,Weight,90.7,
9/2/2016,Clark Fork River below Missoula,Weight,54.6,
7/2/2016,Clark Fork River above Missoula,Weight,138.7,
7/2/2016,Clark Fork River above Missoula,Weight,108.5,
9/2/2016,Clark Fork River below Missoula,Weight,43.4,
7/29/2016,Clark Fork River at Huson,Weight,24.8,
9/2/2016,Clark Fork River below Missoula,Weight,51,
9/3/2016,Clark Fork River above Flathead,Weight,32.2,
9/4/2016,Clark Fork River at Deer Lodge,Weight,61.26,
9/4/2016,Clark Fork River at Bonita,Weight,91.8,
8/31/2016,Clark Fork River above Missoula,Weight,36.8,
7/30/2016,Clark Fork River above Little Blackfoot,Weight,150.7,
9/3/2016,Clark Fork River above Flathead,Weight,,
7/29/2016,Clark Fork River at Huson,Weight,14.6,
7/5/2016,Clark Fork River at Bonita,Weight,75.2,
7/30/2016,Clark Fork River at Bonita,Weight,92.6,
7/5/2016,Clark Fork River at Deer Lodge,Weight,87.29,
7/5/2016,Clark Fork River at Deer Lodge,Weight,167.22,
9/4/2016,Clark Fork River at Deer Lodge,Weight,119.4,
9/2/2016,Clark Fork River below Missoula,Weight,35.3,
9/4/2016,Clark Fork River at Bonita,Weight,21.3,
9/2/2016,Clark Fork River below Missoula,Weight,41.1,
7/24/2016,Clark Fork River below Missoula,Weight,22.9,
7/5/2016,Clark Fork River at Bonita,Weight,193.96,
7/5/2016,Clark Fork River at Bonita,Weight,376.45,
7/3/2016,Clark Fork River below Missoula,Weight,94.9,
9/3/2016,Clark Fork River above Flathead,Weight,3.5,
9/3/2016,Clark Fork River above Flathead,Weight,8.6,
7/24/2016,Clark Fork River above Missoula,Weight,38,
9/4/2016,Clark Fork River at Bonita,Weight,14.3,
7/29/2016,Clark Fork River at Huson,Weight,,
7/30/2016,Clark Fork River above Little Blackfoot,Weight,109.78,
7/30/2016,Clark Fork River at Deer Lodge,Weight,54.6,
7/24/2016,Clark Fork River below Missoula,Weight,44.6,
7/24/2016,Clark Fork River below Missoula,Weight,160.4,
7/30/2016,Clark Fork River at Deer Lodge,Weight,346.04,
9/4/2016,Clark Fork River at Bonita,Weight,94.6,
9/2/2016,Clark Fork River below Missoula,Weight,67,
7/5/2016,Clark Fork River at Deer Lodge,Weight,129.8,
7/5/2016,Clark Fork River at Bonita,Weight,208.39,
9/4/2016,Clark Fork River above Little Blackfoot,Weight,39.5,
7/30/2016,Clark Fork River above Little Blackfoot,Weight,175.28,
7/5/2016,Clark Fork River at Bonita,Weight,84.9,
7/5/2016,Clark Fork River above Little Blackfoot,Weight,247.6,
7/3/2016,Clark Fork River below Missoula,Weight,13.6,
8/31/2016,Clark Fork River above Missoula,Weight,24.8,
7/29/2016,Clark Fork River above Flathead,Weight,,
7/24/2016,Clark Fork River below Missoula,Weight,136.8,
7/2/2016,Clark Fork River above Missoula,Weight,121.16,
7/5/2016,Clark Fork River at Bonita,Weight,237.5,
7/29/2016,Clark Fork River above Flathead,Weight,3.1,
9/4/2016,Clark Fork River at Bonita,Weight,26.4,
9/3/2016,Clark Fork River at Huson,Weight,11.2,
9/3/2016,Clark Fork River at Huson,Weight,8.5,
7/29/2016,Clark Fork River above Flathead,Weight,10.9,
7/30/2016,Clark Fork River above Little Blackfoot,Weight,246.8,
7/30/2016,Clark Fork River at Bonita,Weight,187.6,
7/5/2016,Clark Fork River at Bonita,Weight,34.5,
7/5/2016,Clark Fork River at Bonita,Weight,103.9,
9/3/2016,Clark Fork River above Flathead,Weight,14,
7/3/2016,Clark Fork River below Missoula,Weight,83.55,
7/30/2016,Clark Fork River above Little Blackfoot,Weight,141.9,
7/30/2016,Clark Fork River at Bonita,Weight,,
7/5/2016,Clark Fork River at Deer Lodge,Weight,61.2,
7/5/2016,Clark Fork River at Bonita,Weight,329.4,
7/5/2016,Clark Fork River above Little Blackfoot,Weight,248.42,
7/24/2016,Clark Fork River above Missoula,Weight,38.4,
7/5/2016,Clark Fork River above Little Blackfoot,Weight,271.77,
7/2/2016,Clark Fork River above Missoula,Weight,9.7,
7/5/2016,Clark Fork River at Bonita,Weight,218.15,
7/5/2016,Clark Fork River at Bonita,Weight,213.5,
9/3/2016,Clark Fork River at Huson,Weight,19.8,
8/31/2016,Clark Fork River above Missoula,Weight,15.1,
8/31/2016,Clark Fork River above Missoula,Weight,38.4,
9/4/2016,Clark Fork River at Deer Lodge,Weight,42.72,
7/5/2016,Clark Fork River at Deer Lodge,Weight,82.48,
7/3/2016,Clark Fork River below Missoula,Weight,77.5,
7/29/2016,Clark Fork River above Flathead,Weight,1.9,
9/3/2016,Clark Fork River above Flathead,Weight,,
7/29/2016,Clark Fork River at Huson,Weight,45,
7/30/2016,Clark Fork River at Deer Lodge,Weight,113.6,
7/2/2016,Clark Fork River above Missoula,Weight,152.7,
9/3/2016,Clark Fork River at Huson,Weight,7,
7/5/2016,Clark Fork River above Little Blackfoot,Weight,187.31,
7/24/2016,Clark Fork River below Missoula,Weight,37.6,
7/30/2016,Clark Fork River at Deer Lodge,Weight,127.6,
7/24/2016,Clark Fork River above Missoula,Weight,23.3,
7/5/2016,Clark Fork River at Bonita,Weight,221.86,
9/4/2016,Clark Fork River at Deer Lodge,Weight,63.8,
9/2/2016,Clark Fork River below Missoula,Weight,46.5,
8/31/2016,Clark Fork River above Missoula,Weight,10.1,
9/3/2016,Clark Fork River at Huson,Weight,8.5,
7/2/2016,Clark Fork River above Missoula,Weight,72.1,
9/4/2016,Clark Fork River at Bonita,Weight,20.2,
9/3/2016,Clark Fork River at Huson,Weight,12.4,
7/5/2016,Clark Fork River above Little Blackfoot,Weight,224,
9/4/2016,Clark Fork River above Little Blackfoot,Weight,41.5,
8/2/2017,Clark Fork River above Little Blackfoot,Weight,67,
8/1/2017,Clark Fork River at Huson,Weight,10.5,
8/5/2017,Clark Fork River below Missoula,Weight,1.9,
8/1/2017,Clark Fork River at Huson,Weight,1.2,
8/5/2017,Clark Fork River below Missoula,Weight,9.7,
9/2/2017,Clark Fork River above Flathead,Weight,4.3,
7/4/2017,Clark Fork River below Missoula,Weight,10.9,
7/6/2017,Clark Fork River above Missoula,Weight,22.5,
7/5/2017,Clark Fork River above Little Blackfoot,Weight,59.3,
8/2/2017,Clark Fork River above Little Blackfoot,Weight,49.2,
9/3/2017,Clark Fork River at Bonita,Weight,22.5,
9/3/2017,Clark Fork River above Little Blackfoot,Weight,198,
7/5/2017,Clark Fork River at Deer Lodge,Weight,53.1,
9/3/2017,Clark Fork River above Little Blackfoot,Weight,179,
8/4/2017,Clark Fork River above Missoula,Weight,27.9,
8/1/2017,Clark Fork River above Flathead,Weight,,
8/1/2017,Clark Fork River at Huson,Weight,7,
8/1/2017,Clark Fork River above Flathead,Weight,1.6,
9/2/2017,Clark Fork River at Huson,Weight,12.4,
8/4/2017,Clark Fork River above Missoula,Weight,114.7,
7/6/2017,Clark Fork River above Missoula,Weight,29.1,
9/1/2017,Clark Fork River above Missoula,Weight,60.5,
7/5/2017,Clark Fork River at Bonita,Weight,27.9,
9/1/2017,Clark Fork River below Missoula,Weight,20.9,
9/2/2017,Clark Fork River at Huson,Weight,10.9,
7/5/2017,Clark Fork River above Little Blackfoot,Weight,23.6,
8/1/2017,Clark Fork River above Flathead,Weight,1.6,
9/1/2017,Clark Fork River above Missoula,Weight,64.7,
8/5/2017,Clark Fork River below Missoula,Weight,8.9,
7/4/2017,Clark Fork River below Missoula,Weight,6.2,
9/1/2017,Clark Fork River below Missoula,Weight,29.5,
8/5/2017,Clark Fork River below Missoula,Weight,6.6,
8/5/2017,Clark Fork River below Missoula,Weight,9.3,
9/3/2017,Clark Fork River at Bonita,Weight,27.9,
9/3/2017,Clark Fork River at Deer Lodge,Weight,144.9,
8/1/2017,Clark Fork River at Huson,Weight,11.2,
9/3/2017,Clark Fork River at Bonita,Weight,82.5,
9/3/2017,Clark Fork River at Deer Lodge,Weight,17.8,
9/3/2017,Clark Fork River at Bonita,Weight,20.5,
9/3/2017,Clark Fork River at Deer Lodge,Weight,77.5,
9/3/2017,Clark Fork River above Little Blackfoot,Weight,139.9,
8/1/2017,Clark Fork River at Huson,Weight,6.6,
7/5/2017,Clark Fork River at Bonita,Weight,24.8,
7/5/2017,Clark Fork River above Little Blackfoot,Weight,2.3,
9/3/2017,Clark Fork River at Deer Lodge,Weight,31.4,
9/1/2017,Clark Fork River above Missoula,Weight,20.2,
8/4/2017,Clark Fork River above Missoula,Weight,100.4,
9/1/2017,Clark Fork River above Missoula,Weight,38,
8/2/2017,Clark Fork River at Deer Lodge,Weight,12.4,
9/1/2017,Clark Fork River above Missoula,Weight,35.7,
9/2/2017,Clark Fork River at Huson,Weight,21.7,
8/4/2017,Clark Fork River above Missoula,Weight,53.9,
7/4/2017,Clark Fork River below Missoula,Weight,4.3,
8/2/2017,Clark Fork River above Little Blackfoot,Weight,210.4,
7/5/2017,Clark Fork River above Little Blackfoot,Weight,14.3,
9/2/2017,Clark Fork River above Flathead,Weight,11.6,
9/2/2017,Clark Fork River above Flathead,Weight,5,
8/2/2017,Clark Fork River above Little Blackfoot,Weight,99.2,
9/1/2017,Clark Fork River above Missoula,Weight,42.6,
8/1/2017,Clark Fork River at Huson,Weight,12.4,
8/2/2017,Clark Fork River at Bonita,Weight,14.7,
8/2/2017,Clark Fork River at Deer Lodge,Weight,152.8,
8/5/2017,Clark Fork River below Missoula,Weight,2.3,
9/3/2017,Clark Fork River above Little Blackfoot,Weight,97.5,
8/2/2017,Clark Fork River above Little Blackfoot,Weight,32,
9/3/2017,Clark Fork River at Bonita,Weight,39.5,
8/2/2017,Clark Fork River at Deer Lodge,Weight,36,
8/2/2017,Clark Fork River at Deer Lodge,Weight,116.3,
9/3/2017,Clark Fork River above Little Blackfoot,Weight,100.8,
9/2/2017,Clark Fork River at Huson,Weight,16.3,
8/4/2017,Clark Fork River above Missoula,Weight,132.9,
8/1/2017,Clark Fork River at Huson,Weight,6.2,
9/2/2017,Clark Fork River above Flathead,Weight,11.7,
9/2/2017,Clark Fork River at Huson,Weight,12.2,
9/2/2017,Clark Fork River at Huson,Weight,10.1,
9/3/2017,Clark Fork River above Little Blackfoot,Weight,116.3,
7/4/2017,Clark Fork River below Missoula,Weight,5.4,
9/2/2017,Clark Fork River at Huson,Weight,11.2,
8/1/2017,Clark Fork River above Flathead,Weight,10.9,
9/3/2017,Clark Fork River at Deer Lodge,Weight,21.7,
8/4/2017,Clark Fork River above Missoula,Weight,17.8,
9/3/2017,Clark Fork River above Little Blackfoot,Weight,166.6,
7/5/2017,Clark Fork River at Bonita,Weight,48.4,
9/2/2017,Clark Fork River above Flathead,Weight,19.8,
8/2/2017,Clark Fork River at Bonita,Weight,10.1,
7/6/2017,Clark Fork River above Missoula,Weight,15.6,
7/5/2017,Clark Fork River above Little Blackfoot,Weight,52.3,
7/4/2017,Clark Fork River below Missoula,Weight,9.7,
9/3/2017,Clark Fork River above Little Blackfoot,Weight,170.2,
9/2/2017,Clark Fork River above Flathead,Weight,7.8,
7/5/2017,Clark Fork River above Little Blackfoot,Weight,3.5,
9/2/2017,Clark Fork River above Flathead,Weight,6.6,
9/1/2017,Clark Fork River below Missoula,Weight,79.4,
8/1/2017,Clark Fork River at Huson,Weight,6.2,
7/6/2017,Clark Fork River above Missoula,Weight,,
8/2/2017,Clark Fork River at Bonita,Weight,43,
7/5/2017,Clark Fork River at Deer Lodge,Weight,62,
7/5/2017,Clark Fork River at Deer Lodge,Weight,74,
8/2/2017,Clark Fork River at Deer Lodge,Weight,11.6,
9/3/2017,Clark Fork River at Deer Lodge,Weight,18.2,
7/6/2017,Clark Fork River above Missoula,Weight,6.2,
8/2/2017,Clark Fork River at Deer Lodge,Weight,30.6,
8/1/2017,Clark Fork River above Flathead,Weight,,
7/5/2017,Clark Fork River at Bonita,Weight,27.5,
7/4/2017,Clark Fork River below Missoula,Weight,3.1,
9/1/2017,Clark Fork River above Missoula,Weight,6.2,
9/1/2017,Clark Fork River below Missoula,Weight,47,
8/1/2017,Clark Fork River above Flathead,Weight,2.3,
9/3/2017,Clark Fork River at Deer Lodge,Weight,174.8,
7/5/2017,Clark Fork River above Little Blackfoot,Weight,18.5,
9/3/2017,Clark Fork River above Little Blackfoot,Weight,7.4,
9/2/2017,Clark Fork River at Huson,Weight,10.1,
9/1/2017,Clark Fork River below Missoula,Weight,8.5,
8/2/2017,Clark Fork River at Deer Lodge,Weight,79.1,
9/2/2017,Clark Fork River above Flathead,Weight,7.4,
7/4/2017,Clark Fork River below Missoula,Weight,3.9,
7/4/2017,Clark Fork River below Missoula,Weight,1.2,
9/2/2017,Clark Fork River above Flathead,Weight,7.4,
7/4/2017,Clark Fork River below Missoula,Weight,2.7,
9/1/2017,Clark Fork River below Missoula,Weight,49.2,
9/1/2017,Clark Fork River above Missoula,Weight,45.3,
7/6/2017,Clark Fork River above Missoula,Weight,2.3,
8/1/2017,Clark Fork River above Flathead,Weight,0.8,
8/2/2017,Clark Fork River at Deer Lodge,Weight,189.1,
7/5/2017,Clark Fork River above Little Blackfoot,Weight,49.6,
9/2/2017,Clark Fork River at Huson,Weight,8.1,
9/1/2017,Clark Fork River above Missoula,Weight,34.9,
7/5/2017,Clark Fork River at Bonita,Weight,,
8/1/2017,Clark Fork River at Huson,Weight,8.9,
9/3/2017,Clark Fork River at Deer Lodge,Weight,25.2,
8/2/2017,Clark Fork River at Deer Lodge,Weight,16.7,
9/2/2017,Clark Fork River at Huson,Weight,12,
9/1/2017,Clark Fork River above Missoula,Weight,68.6,
9/2/2017,Clark Fork River above Flathead,Weight,20.5,
8/4/2017,Clark Fork River above Missoula,Weight,102.7,
7/5/2017,Clark Fork River at Deer Lodge,Weight,63.6,
8/1/2017,Clark Fork River above Flathead,Weight,,
9/3/2017,Clark Fork River at Deer Lodge,Weight,25.2,
8/2/2017,Clark Fork River above Little Blackfoot,Weight,167.4,
8/2/2017,Clark Fork River above Little Blackfoot,Weight,169.7,
9/1/2017,Clark Fork River below Missoula,Weight,51.5,
9/1/2017,Clark Fork River above Missoula,Weight,31,
7/6/2017,Clark Fork River above Missoula,Weight,8.1,
8/1/2017,Clark Fork River above Flathead,Weight,7.8,
7/6/2017,Clark Fork River above Missoula,Weight,9.3,
7/4/2017,Clark Fork River below Missoula,Weight,4.3,
7/4/2017,Clark Fork River below Missoula,Weight,2.3,
7/5/2017,Clark Fork River at Deer Lodge,Weight,100.4,
7/5/2017,Clark Fork River above Little Blackfoot,Weight,,
8/2/2017,Clark Fork River at Deer Lodge,Weight,107.3,
9/1/2017,Clark Fork River above Missoula,Weight,67,
8/1/2017,Clark Fork River above Flathead,Weight,16.3,
7/5/2017,Clark Fork River at Bonita,Weight,40.7,
8/5/2017,Clark Fork River below Missoula,Weight,8.5,
8/2/2017,Clark Fork River at Deer Lodge,Weight,182.9,
9/1/2017,Clark Fork River above Missoula,Weight,48.8,
8/2/2017,Clark Fork River above Little Blackfoot,Weight,231.3,
8/1/2017,Clark Fork River above Flathead,Weight,6.6,
9/2/2017,Clark Fork River at Huson,Weight,5.4,
7/5/2017,Clark Fork River at Deer Lodge,Weight,124.8,
7/5/2017,Clark Fork River at Deer Lodge,Weight,20.2,
9/1/2017,Clark Fork River below Missoula,Weight,53.1,
9/3/2017,Clark Fork River above Little Blackfoot,Weight,98.6,
9/1/2017,Clark Fork River below Missoula,Weight,51.5,
8/2/2017,Clark Fork River at Bonita,Weight,22.9,
8/2/2017,Clark Fork River at Deer Lodge,Weight,4.7,
9/3/2017,Clark Fork River at Bonita,Weight,19.8,
9/1/2017,Clark Fork River above Missoula,Weight,47.5,
9/3/2017,Clark Fork River above Little Blackfoot,Weight,77.1,
9/1/2017,Clark Fork River above Missoula,Weight,124.4,
7/5/2017,Clark Fork River above Little Blackfoot,Weight,5.8,
8/4/2017,Clark Fork River above Missoula,Weight,89.9,
9/3/2017,Clark Fork River at Deer Lodge,Weight,47.3,
9/3/2017,Clark Fork River at Bonita,Weight,17.1,
8/2/2017,Clark Fork River at Deer Lodge,Weight,10.1,
8/2/2017,Clark Fork River at Bonita,Weight,12.4,
7/6/2017,Clark Fork River above Missoula,Weight,,
8/1/2017,Clark Fork River at Huson,Weight,8.5,
9/3/2017,Clark Fork River at Deer Lodge,Weight,19,
7/6/2017,Clark Fork River above Missoula,Weight,41.5,
7/5/2017,Clark Fork River at Deer Lodge,Weight,11.2,
9/3/2017,Clark Fork River above Little Blackfoot,Weight,170.2,
9/1/2017,Clark Fork River below Missoula,Weight,87.2,
8/5/2017,Clark Fork River below Missoula,Weight,8.9,
7/6/2017,Clark Fork River above Missoula,Weight,0.8,
8/2/2017,Clark Fork River above Little Blackfoot,Weight,247.6,
9/1/2017,Clark Fork River above Missoula,Weight,37.6,
8/4/2017,Clark Fork River above Missoula,Weight,56.6,
8/4/2017,Clark Fork River above Missoula,Weight,39.1,
7/6/2017,Clark Fork River above Missoula,Weight,23.6,
8/1/2017,Clark Fork River at Huson,Weight,9.3,
8/1/2017,Clark Fork River above Flathead,Weight,3.5,
9/1/2017,Clark Fork River above Missoula,Weight,32.9,
8/2/2017,Clark Fork River above Little Blackfoot,Weight,181,
7/6/2017,Clark Fork River above Missoula,Weight,9.3,
9/3/2017,Clark Fork River at Deer Lodge,Weight,32.2,
8/1/2017,Clark Fork River at Huson,Weight,15.1,
9/2/2017,Clark Fork River at Huson,Weight,3.5,
8/2/2017,Clark Fork River above Little Blackfoot,Weight,220.7,
9/3/2017,Clark Fork River at Bonita,Weight,19,
7/5/2017,Clark Fork River at Deer Lodge,Weight,77.5,
7/5/2017,Clark Fork River above Little Blackfoot,Weight,45,
7/4/2017,Clark Fork River below Missoula,Weight,12.8,
9/3/2017,Clark Fork River at Bonita,Weight,44.6,
7/5/2017,Clark Fork River at Bonita,Weight,2.3,
7/5/2017,Clark Fork River at Deer Lodge,Weight,22.5,
9/2/2017,Clark Fork River at Huson,Weight,5.8,
9/3/2017,Clark Fork River at Bonita,Weight,25.6,
9/1/2017,Clark Fork River below Missoula,Weight,8.5,
8/5/2017,Clark Fork River below Missoula,Weight,5,
8/2/2017,Clark Fork River above Little Blackfoot,Weight,276.3,
8/2/2017,Clark Fork River at Bonita,Weight,26.7,
8/1/2017,Clark Fork River at Huson,Weight,11.6,
9/3/2017,Clark Fork River at Deer Lodge,Weight,57,
7/4/2017,Clark Fork River below Missoula,Weight,4.7,
8/5/2017,Clark Fork River below Missoula,Weight,6.2,
8/2/2017,Clark Fork River at Deer Lodge,Weight,90.7,
9/3/2017,Clark Fork River above Little Blackfoot,Weight,123.6,
9/3/2017,Clark Fork River at Bonita,Weight,20.9,
7/6/2017,Clark Fork River above Missoula,Weight,3.5,
9/1/2017,Clark Fork River below Missoula,Weight,42.2,
8/2/2017,Clark Fork River at Bonita,Weight,10.5,
9/2/2017,Clark Fork River at Huson,Weight,22.9,
